unique_id,archive_id,time,hour,visit_days,action,tps_fps,novel,card,casual,simulation,strategy,sports,puzzle,board_table,music,racing,action_rpg,command_rpg,mmorpg,shooting,gps,quiz,romance,fight,gamiew_game_id,genre,cost
oq1ovwmutsbz3kwlv21907g66,292629,2020-06-08 23:33:31,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,,action_rpg,0
oq1ovwmutsbz3kwlv21907g66,292629,2020-06-08 23:33:31,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,,simulation,0
oq1ovwmutsbz3kwlv21907g66,292629,2020-06-08 23:33:31,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,,command_rpg,0
oq1ovwmutsbz3kwlv21907g66,292270,2020-06-08 23:34:11,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,,mmorpg,0
oq1ovwmutsbz3kwlv21907g66,292270,2020-06-08 23:34:11,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,,gps,0
oq1ovwmutsbz3kwlv21907g66,292270,2020-06-08 23:34:11,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,,action_rpg,0
oq1ovwmutsbz3kwlv21907g66,292270,2020-06-08 23:34:11,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,,simulation,0
oq1ovwmutsbz3kwlv21907g66,292270,2020-06-08 23:34:11,23,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,,command_rpg,0
oq1ovwmutsbz3kwlv21907g66,291161,2020-06-08 23:40:03,23,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,,mmorpg,0
oq1ovwmutsbz3kwlv21907g66,291161,2020-06-08 23:40:03,23,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,,gps,0
oq1ovwmutsbz3kwlv21907g66,291161,2020-06-08 23:40:03,23,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,,action_rpg,0
oq1ovwmutsbz3kwlv21907g66,291161,2020-06-08 23:40:03,23,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,,simulation,0
oq1ovwmutsbz3kwlv21907g66,291161,2020-06-08 23:40:03,23,1,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,,command_rpg,0
oqzg3wmfmvw81aaps1me8ok3v,312251,2020-06-08 18:18:44,18,,,,,,,,,,,,,,,,,,,,,,58,simulation,-1
